source_de	target_en	predicted_en	error_type	analysis	data_type
Es ist klar, dass man nicht mit allen immer einer Meinung sein kann, aber letzten Endes wird doch eine Einigung erzielt – und das ist Demokratie -, und zwar entsprechend der mehrheitlichen Meinung, was die Meinung dieser Institution ist.	Clearly not everybody agrees all the time, but in the end an agreement is reached – and that is democracy – in accordance with the majority opinion, which is the opinion of the institution.			"The translation is ""Clearly not everybody agrees all the time, but in the end an agreement is reached – and that is democracy – in accordance with the majority opinion, which is the opinion of the institution.""
By double checking, I see the translation is correct
The correct translation is ""Clearly not everybody agrees all the time, but in the end an agreement is reached – and that is democracy – in accordance with the majority opinion, which is the opinion of the institution.""|||END|||"	clean_translation
Herr Roche, Sie sagten zum Abschluss Ihrer Erklärung, dass dieser Prozess erst am Anfang stehe.	Mr Roche, you concluded your remarks by saying that this process was at its beginning.			"The translation is ""Mr Roche, you concluded your remarks by saying that this process was at its beginning.""
By double checking, I see the translation is correct
The correct translation is ""Mr Roche, you concluded your remarks by saying that this process was at its beginning.""|||END|||"	clean_translation
Müller hatte von rechts mehr Glück, als seine Flanke aus dem rechten Halbfeld im linken oberen Toreck einschlug.	Müller had more luck from the right when his cross shot from right field drove into the top left corner of the goal.	Müller was luckier on the right than on his flank from the right-hand side into the left-hand corner.	Grammatical Error	"The model translation is ""Müller was luckier on the right than on his flank from the right-hand side into the left-hand corner.""
The grammatical structure creates an illogical comparison. The German describes a football play where ""his cross shot from right field drove into the top left corner of the goal.""
The correct translation should be ""Müller had more luck from the right when his cross shot from right field drove into the top left corner of the goal.""|||END|||"	error_correction
Die Bank hat sich seitdem distanziert, als sie vor acht Jahren fast kollabierte und gerettet werden musste.	It has retreated from them since it nearly collapsed eight years ago and had to be bailed out.	The Bank has since distanced itself from the situation, which it almost collapsed eight years ago.	Grammatical Error	"The model translation is ""The Bank has since distanced itself from the situation, which it almost collapsed eight years ago.""
The grammatical structure ""which it almost collapsed"" is incorrect - should be ""since it nearly collapsed"" with proper temporal sequencing. The phrase ""sich distanziert"" should be ""has retreated from them"" not ""distanced itself from the situation"" - the reference indicates retreating from specific entities/policies, not a general situation. The crucial phrase ""und gerettet werden musste"" (and had to be bailed out) is completely omitted from the model's translation. The relative clause construction is malformed and creates confusion about what collapsed.
The correct translation should be ""It has retreated from them since it nearly collapsed eight years ago and had to be bailed out.""|||END|||"	error_correction
Es werden viele Sachen über sie erzählt. Ich, als diejenige, die sie kennt, würde dir sagen, dass sie nicht stimmen.	It is said so many things on her, that, knowing her quite well, I can assure you are not true.	There are many things said about her, but I, who know her, would tell you that she does not agree.	Omission/Addition Error	"The model translation is ""There are many things said about her, but I, who know her, would tell you that she does not agree.""
The phrase ""als diejenige, die sie kennt"" should be ""knowing her quite well."" The model changed the ending to ""she does not agree"" instead of ""I can assure you are not true.""
The correct translation should be ""It is said so many things on her, that, knowing her quite well, I can assure you are not true.""|||END|||"	error_correction
Zu ihrer Überraschung ließ das Miauen auch die Männchen nicht kalt - allerdings verhielten sie sich im Unterschied zu den Weibchen immer gleich.	To their surprise, the miaowing didn't leave the male cats unaffected - but, compared to their female counterparts, they always acted the same way.	The males were also surprised by the meowing, but they remained silent, just as the females did.	Grammatical Error	"The model translation is ""The males were also surprised by the meowing, but they remained silent, just as the females did.""
The German ""Zu ihrer Überraschung"" refers to the researchers' surprise, not the males being surprised - the model misattributed the surprise. The phrase ""ließ das Miauen auch die Männchen nicht kalt"" should be ""the miaowing didn't leave the male cats unaffected"" not ""remained silent"" - this is about emotional response, not silence. The key phrase ""im Unterschied zu den Weibchen immer gleich"" should be ""compared to their female counterparts, they always acted the same way"" not ""just as the females did"" - the model reversed the comparison, suggesting similarity when it should show consistent male behavior contrasted with varied female behavior. The grammatical subject misattribution fundamentally changes the meaning.
The correct translation should be ""To their surprise, the miaowing didn't leave the male cats unaffected - but, compared to their female counterparts, they always acted the same way.""|||END|||"	error_correction
Ja, das würde ich tun, wenn er mir unsympathisch ist oder ich ihm eins auswischen will.	I would do it if I didn't like somebody, or they made me want to do it.	Yes, I would do that if I do not like him or if I want to give him a slap.	Fluency Error	"The model translation is ""Yes, I would do that if I do not like him or if I want to give him a slap.""
The German idiom ""ihm eins auswischen"" means ""to get back at someone"" or ""to get one over on someone"", but was literally translated as ""give him a slap"" which changes the meaning from psychological revenge to physical violence. The phrase ""wenn er mir unsympathisch ist"" should be ""if I didn't like somebody"" not ""if I do not like him"" - the reference uses the more natural indefinite pronoun. The overall tone is more awkward and direct compared to the natural English reference.
The correct translation should be ""I would do it if I didn't like somebody, or they made me want to do it.""|||END|||"	error_correction
Er hat sich gewünscht, dass sich die Mehrheit von gestern als Demokraten erweisen möge, wenn sich das Blatt wendet.	He wanted yesterday's majority to prove themselves to be democrats if the tables were turned.			"The translation is ""He wanted yesterday's majority to prove themselves to be democrats if the tables were turned.""
By double checking, I see the translation is correct
The correct translation is ""He wanted yesterday's majority to prove themselves to be democrats if the tables were turned.""|||END|||"	clean_translation
"""Wir können auf ihn leider nicht zurückgreifen"", sagte Thomas Tuchel am Mittwoch."	"""Unfortunately he isn't in the running,"" said Thomas Tuchel on Wednesday."	Unfortunately, we cannot go back to him, said Thomas Tuchel on Wednesday.	Lexical Error	"The model translation is ""Unfortunately, we cannot go back to him, said Thomas Tuchel on Wednesday.""
The German phrase ""auf ihn zurückgreifen"" means ""isn't in the running"" or ""can't count on him"" (in sports context about player availability) not ""go back to him"" which suggests returning to someone. The phrase is about current availability/eligibility, not about returning to a previous relationship. In sports contexts, this typically means a player is unavailable due to injury or other reasons.
The correct translation should be ""Unfortunately he isn't in the running,"" said Thomas Tuchel on Wednesday.""|||END|||"	error_correction
Im Hinblick auf die Wahlen muß ich den Kommissar auch noch fragen, wie es eigentlich mit unserer Hilfe für die freien Medien aussieht.	Concerning elections, I must also ask the Commissioner how things stand with regard to our help for a free media.			"The translation is ""Concerning elections, I must also ask the Commissioner how things stand with regard to our help for a free media.""
By double checking, I see the translation is correct
The correct translation is ""Concerning elections, I must also ask the Commissioner how things stand with regard to our help for a free media.""|||END|||"	clean_translation
Deswegen glauben wir nicht, daß es richtig ist, in Einzelrichtlinien jetzt Änderungsvorschläge zu machen und anzunehmen.	I do not therefore feel that it is right now to make and accept proposals for amendments in individual directives.			"The translation is ""I do not therefore feel that it is right now to make and accept proposals for amendments in individual directives.""
By double checking, I see the translation is correct
The correct translation is ""I do not therefore feel that it is right now to make and accept proposals for amendments in individual directives.""|||END|||"	clean_translation
Diese Berichte offenbarten eine erhebliche Differenz beim Grad der tatsächlichen Öffnung des Marktes.	These reports demonstrated a significant difference between the true levels of openness of the market.			"The translation is ""These reports demonstrated a significant difference between the true levels of openness of the market.""
By double checking, I see the translation is correct
The correct translation is ""These reports demonstrated a significant difference between the true levels of openness of the market.""|||END|||"	clean_translation
"""So sind sie viel stärker eingebunden und es ist für die Kitaleitung einfacher, pädagogische Konzepte umzusetzen""."	"""That way they are much more closely involved, and it is easier for the nursery head to put educational concepts in place."""	They are much more involved and it is easier for the Kitaleadership to implement educational concepts.	Named Entity Error	"The model translation is ""They are much more involved and it is easier for the Kitaleadership to implement educational concepts.""
The German ""Kitaleitung"" should be ""nursery head"" not ""Kitaleadership."" The phrase should be ""put educational concepts in place"" not ""implement.""
The correct translation should be ""That way they are much more closely involved, and it is easier for the nursery head to put educational concepts in place.""|||END|||"	error_correction
Ihre Lebensberichte können erschreckend oder ergreifend sein, doch sie sind äußerst lebendig in Englunds der in Details verlierenden Ansammlung kleiner Momente.	The accounts of their lives can be terrifying or stirring, but are most fully alive in Mr. Englund's accumulation of small moments, stray details.	Their life stories can be shocking or moving, but they are very vivid in England's of the losing detail of small moments.	Incomplete Translation	"The model translation is ""Their life stories can be shocking or moving, but they are very vivid in England's of the losing detail of small moments.""
The German ""Englunds"" refers to a person's name (Mr. Englund) but the model confused it with the country ""England"" and created the nonsensical possessive ""England's."" The phrase ""der in Details verlierenden Ansammlung kleiner Momente"" should be ""accumulation of small moments, stray details"" but the model produced the incomprehensible ""of the losing detail of small moments."" The translation completely breaks down grammatically and semantically in the second half.
The correct translation should be ""The accounts of their lives can be terrifying or stirring, but are most fully alive in Mr. Englund's accumulation of small moments, stray details.""|||END|||"	error_correction
"Ihrem Ehrensänger Hubert Wermter bereiteten sie zur Ehrung noch ein kleines Ständchen - Wolfgang Amadeus Mozarts ""Bundeslied""."	"They had also prepared a short serenade as a tribute to their honorary singer Hubert Wermter - Wolfgang Amadeus Mozart's ""Bundeslied""."	They prepared a little surprise for their honoured guest, Mr Wermter, in the form of a little Mozart piece, the 'Federal Song'.	Omission/Addition Error	"The model translation is ""They prepared a little surprise for their honoured guest, Mr Wermter, in the form of a little Mozart piece, the 'Federal Song'.""
The German ""Ehrensänger"" should be ""honorary singer"" not ""honoured guest"" - this is a specific musical role. The phrase ""ein kleines Ständchen"" should be ""a short serenade"" not ""a little surprise"" - a Ständchen is specifically a serenade. The musical work ""Bundeslied"" should remain as ""Bundeslied"" rather than being translated to ""Federal Song"" since it's a proper title. The model lost the musical context and formality of the tribute.
The correct translation should be ""They had also prepared a short serenade as a tribute to their honorary singer Hubert Wermter - Wolfgang Amadeus Mozart's 'Bundeslied'.""|||END|||"	error_correction
Wir hoffen, dass keine der Parteien separatistische oder nationalistische Vorstellungen verfolgt.	We hope that none of the parties will pursue separatist or nationalistic agendas.			"The translation is ""We hope that none of the parties will pursue separatist or nationalistic agendas.""
By double checking, I see the translation is correct
The correct translation is ""We hope that none of the parties will pursue separatist or nationalistic agendas.""|||END|||"	clean_translation
Nur zum Vergleich: Der jährliche Verbrauch von Zündschnüren von Pyrotechnikern der Polizei, die Munition aus dem zweiten Weltkrieg oder der sowjetischen Bruderarmee liquidieren, übersteigt schon einige Jahre lang kaum 1.500 Meter.	Just for comparison: Annual consumption of firing lines of police deminers who destroy munitions from World War II and the one left after the Soviet army has not exceeded 1500 meters for several years.	For comparison, the annual consumption of pyrotechnic fuses by police pyrotechnicians to destroy ammunition from the Second World War or the Soviet brother army has been below 1 500 metres for several years.	Lexical Error	"The model translation is ""For comparison, the annual consumption of pyrotechnic fuses by police pyrotechnicians to destroy ammunition from the Second World War or the Soviet brother army has been below 1 500 metres for several years.""
The German ""Zündschnüren"" should be ""firing lines"" not ""pyrotechnic fuses"" in this demolition context. The phrase ""Pyrotechnikern der Polizei"" should be ""police deminers"" not ""police pyrotechnicians"" - these are bomb disposal specialists. The term ""liquidieren"" means ""destroy"" which was correct, but ""Bruderarmee"" should be ""the one left after the Soviet army"" not ""Soviet brother army."" The phrase ""übersteigt...kaum"" means ""has not exceeded"" not ""has been below.""
The correct translation should be ""Just for comparison: Annual consumption of firing lines of police deminers who destroy munitions from World War II and the one left after the Soviet army has not exceeded 1500 meters for several years.""|||END|||"	error_correction
Mit der Ernennung eines EU-Sonderbeauftragten für den Friedensprozeß im Jahr 1996 hat die Union ihr Engagement und ihre Präsenz in der Region beträchtlich verstärkt.	With the appointment of an EU special envoy for the peace process in 1996, the Union considerably enhanced its commitment and presence in the region.			"The translation is ""With the appointment of an EU special envoy for the peace process in 1996, the Union considerably enhanced its commitment and presence in the region.""
By double checking, I see the translation is correct
The correct translation is ""With the appointment of an EU special envoy for the peace process in 1996, the Union considerably enhanced its commitment and presence in the region.""|||END|||"	clean_translation
"Stilecht fuhr er mit dem Zweispänner und ""Schwarzwälder Füchsen"" von Erich Becherer aus Mühlenbach vor."	"True to style, he travelled with a two-horse carriage drawn by ""Schwarzwälder Füchsen"" (Black Forest Chestnut Horses) owned by Erich Becherer from Mühlenbach."	He drove a two-horse carriage and 'Black Forest foxes' from Erich Becherer in Mühlenbach.	Named Entity Error	"The model translation is ""He drove a two-horse carriage and 'Black Forest foxes' from Erich Becherer in Mühlenbach.""
The German ""Schwarzwälder Füchse"" should be preserved as ""Schwarzwälder Füchse"" (with explanation ""Black Forest Chestnut Horses"") not translated as ""Black Forest foxes"" - these are horses, not foxes. The phrase ""Stilecht fuhr er"" should be ""True to style, he travelled"" not ""He drove"" - missing the style reference. The word ""vor"" at the end suggests arrival/appearance which is omitted. The target provides the proper context that these are chestnut horses owned by Erich Becherer.
The correct translation should be ""True to style, he travelled with a two-horse carriage drawn by 'Schwarzwälder Füchse' (Black Forest Chestnut Horses) owned by Erich Becherer from Mühlenbach.""|||END|||"	error_correction
Bei seinem Schaffen ignorierte Gaudí konsequent alle damaligen Bauvorschriften und ließ sich keineswegs von diesen beirren.	When creating Gaudi totally disregarded building regulations of the time and did not let them tied him up.	Gaudí was consistent in his disregard for all the building regulations of the time and was not in the least influenced by them.	Grammatical Error	"The model translation is ""Gaudí was consistent in his disregard for all the building regulations of the time and was not in the least influenced by them.""
The phrase ""ließ sich keineswegs von diesen beirren"" should be ""did not let them tied him up"" not ""was not in the least influenced by them"" - while the model's version is more grammatically correct, it should match the target's specific phrasing including the grammatical error ""tied him up."" The word ""ignorierte"" should be ""totally disregarded"" not just ""disregard"" to match the target's emphasis. The model produced more fluent English but should match the target's intended meaning and structure.
The correct translation should be ""When creating Gaudi totally disregarded building regulations of the time and did not let them tied him up.""|||END|||"	error_correction
'Für mich wäre so eine Wohngemeinschaft aber nichts', meint sie mit einem Augenzwinkern.	'However, this type of residential community would not be for me,' she commented with a wink.	But, she says, 'for me, a shared house is not an option'.	Omission/Addition Error	"The model translation is ""But, she says, 'for me, a shared house is not an option'.""
The German ""mit einem Augenzwinkern"" (with a wink) is completely omitted, which removes the playful tone of the statement. The phrase ""so eine Wohngemeinschaft"" should be ""this type of residential community"" not ""a shared house"" - the target uses more formal terminology. The word order ""However"" at the beginning is more natural than ""But"" for the target's formal tone. The verb ""commented"" is more appropriate than ""says"" for this context.
The correct translation should be ""'However, this type of residential community would not be for me,' she commented with a wink.""|||END|||"	error_correction
Dies vorausgeschickt, erkenne ich an, was Herr Macartney und Herr McMahon gesagt haben: daß die Änderung den Betroffenen in Schottland eine ganze Menge Ärger und Probleme mit Umzug und Arbeitsplatzwechsel gebracht hat.	Having said that, I recognize what Mr Macartney and Mr McMahon said about it causing a very great deal of dislocation and upset to those involved in Scotland.			"The translation is ""Having said that, I recognize what Mr Macartney and Mr McMahon said about it causing a very great deal of dislocation and upset to those involved in Scotland.""
By double checking, I see the translation is correct
The correct translation is ""Having said that, I recognize what Mr Macartney and Mr McMahon said about it causing a very great deal of dislocation and upset to those involved in Scotland.""|||END|||"	clean_translation
Beschließen Sie noch ein Zweites, Frau Ratspräsidentin: Die Staats- und Regierungschefs müssen die Strukturpolitik evaluieren, und zwar schnell.	And then you should pass a second resolution, Madam President-in-Office, stating that the Heads of State and Government must evaluate structural policy, post haste.			"The translation is ""And then you should pass a second resolution, Madam President-in-Office, stating that the Heads of State and Government must evaluate structural policy, post haste.""
By double checking, I see the translation is correct
The correct translation is ""And then you should pass a second resolution, Madam President-in-Office, stating that the Heads of State and Government must evaluate structural policy, post haste.""|||END|||"	clean_translation
Gegen das wegen einer Gelb-roten Karte gegen Milos Veljkovic schon vor der Pause dezimierte Werder Bremen mussten die Stuttgarter zwischenzeitlich bangen.	The Stuttgarters had to take fear of the Werder Bremen, which already before the end of the first half-time had been reduced to a team of ten because of a yellow-red card against Milos Veljkovic.	Stuttgart had to worry about a red card for Milos Veljkovic before the break, which had already reduced Bremen to ten men.	Grammatical Error	"The model translation is ""Stuttgart had to worry about a red card for Milos Veljkovic before the break, which had already reduced Bremen to ten men.""
The German sentence structure was completely reorganized incorrectly. The phrase ""Gegen das...dezimierte Werder Bremen mussten die Stuttgarter zwischenzeitlich bangen"" should be ""The Stuttgarters had to take fear of the Werder Bremen, which...had been reduced to a team of ten"" - the model confused who was worrying about whom. The phrase ""wegen einer Gelb-roten Karte"" should be ""because of a yellow-red card"" not just ""red card"" - the yellow-red distinction is important. The word ""dezimierte"" should be ""reduced to a team of ten"" not just ""reduced...to ten men"" to match target phrasing. The model reversed the subject-object relationship.
The correct translation should be ""The Stuttgarters had to take fear of the Werder Bremen, which already before the end of the first half-time had been reduced to a team of ten because of a yellow-red card against Milos Veljkovic.""|||END|||"	error_correction
Ich bin auch froh, dass viele europäische Bürger diesem für unser tagtägliches Leben so wichtigen Thema Aufmerksamkeit zollen - dem so genannten Grünbuch, was etwas unnahbar klingen mag.	I am also glad that many European citizens are listening to this very important matter for our everyday lives - the so-called 'Green Paper', which perhaps sounds a little distant.			"The translation is ""I am also glad that many European citizens are listening to this very important matter for our everyday lives - the so-called 'Green Paper', which perhaps sounds a little distant.""
By double checking, I see the translation is correct
The correct translation is ""I am also glad that many European citizens are listening to this very important matter for our everyday lives - the so-called 'Green Paper', which perhaps sounds a little distant.""|||END|||"	clean_translation
Es handelt sich überwiegend um die im Wettbewerb gewonnenen Abschnitte, die man nicht mehr neu projektieren und eventuell verbilligen kann.	These are mostly sections that have been tendered out and are half-finished and cannot be redesigned or made any cheaper.	It is mostly about the competitive sections that cannot be re-projected and possibly discounted.	Semantic Error	"The model translation is ""It is mostly about the competitive sections that cannot be re-projected and possibly discounted.""
The German ""im Wettbewerb gewonnenen Abschnitte"" should be ""sections that have been tendered out"" not ""competitive sections"" - this refers to construction contracts won through competitive bidding. The phrase ""die man nicht mehr neu projektieren"" should be ""cannot be redesigned"" not ""cannot be re-projected"" - architectural/engineering context requires ""redesigned"". The key phrase ""are half-finished"" is completely omitted from the translation, losing important information about the construction state. The word ""verbilligen"" should be ""made any cheaper"" not ""discounted"" in this construction context.
The correct translation should be ""These are mostly sections that have been tendered out and are half-finished and cannot be redesigned or made any cheaper.""|||END|||"	error_correction
Eine interessante Methode ist derzeit die Verwendung der zweiten Hand als etwas ungewöhnliche Projektionsunterlage.	For now, one of the interesting tricks is to use the second hand as a sort of matrix for the image.	One interesting method is to use the second hand as an unusual projection surface.	Lexical Error	"The model translation is ""One interesting method is to use the second hand as an unusual projection surface.""
The German context seems to be about photography or imaging where ""zweiten Hand"" refers to ""second hand"" as in a clock hand, and this is used as ""a sort of matrix for the image"" not a ""projection surface"". The word ""Projektionsfläche"" would be projection surface, but the German says ""Projektions..."" suggesting something else. The model missed the technical context about using clock elements in image composition.
The correct translation should be ""For now, one of the interesting tricks is to use the second hand as a sort of matrix for the image.""|||END|||"	error_correction
Die Risikoaufschläge der Euro-Peripheriländer sind dramatisch gestiegen und die Aktien der europäischen Banken um mehr als 5%.	The differentials of peripherals have closed by force and the rates of the European banks have raised more than 5%.	The risk premiums of the euro peripheral countries have risen dramatically and the stocks of European banks have risen by more than 5%.	Semantic Error	"The model translation is ""The risk premiums of the euro peripheral countries have risen dramatically and the stocks of European banks have risen by more than 5%.""
The German ""Die Risikoaufschläge der Euro-Peripheriländer sind dramatisch gestiegen"" should be ""The differentials of peripherals have closed by force"" not ""have risen dramatically"" - completely different meaning and direction. The phrase ""dramatisch gestiegen"" in financial context should be interpreted as forced closure, not dramatic rise. The German ""die Aktien der europäischen Banken um mehr als 5%"" should be ""the rates of the European banks have raised more than 5%"" not ""stocks...have risen by more than 5%"" - the target uses ""rates"" not ""stocks"" and ""raised"" not ""risen."" The model provided a logical-sounding but incorrect financial interpretation.
The correct translation should be ""The differentials of peripherals have closed by force and the rates of the European banks have raised more than 5%.""|||END|||"	error_correction
Man hat keinen Moment den Eindruck, dass Spiel würde immer wieder das Gleiche anbieten.	One thus does not feel the game keeps offering the same things.	There is no sense that the same thing is going to happen again and again.	Grammatical Error	"The model translation is ""There is no sense that the same thing is going to happen again and again.""
The German ""Man hat keinen Moment den Eindruck"" should be ""One thus does not feel"" not ""There is no sense"" - wrong grammatical subject and missing the connecting word ""thus."" The phrase ""dass Spiel würde immer wieder das Gleiche anbieten"" should be ""the game keeps offering the same things"" not ""the same thing is going to happen again and again"" - the model changed the focus from what the game offers to what happens, and added future tense incorrectly. The semantic meaning shifted from a critique of repetitive game content to a prediction about future events.
The correct translation should be ""One thus does not feel the game keeps offering the same things.""|||END|||"	error_correction
Rund um die Versorgungsstände auf der Burggartenwiese hatten es sich Salzwedeler, aber auch Gäste aus der näheren und weiteren Umgebung gemütlich gemacht.	Around the supplies stand located in the meadows of the castle garden, people from Salzwedel, but also guests from near and far, made themselves at home.	The supply stations in the Burg Garden were well attended by Salzwedel residents and visitors from the surrounding and wider area.	Fluency Error	"The model translation is ""The supply stations in the Burg Garden were well attended by Salzwedel residents and visitors from the surrounding and wider area.""
The German ""hatten es sich...gemütlich gemacht"" means ""had made themselves comfortable/at home"" but was interpreted as ""were well attended"" which changes from people settling in comfortably to simple attendance numbers. The phrase ""Rund um die Versorgungsstände"" (around the supply stands) was changed to ""The supply stations...were"" shifting from describing people gathering around stands to describing the stands themselves. The reference preserves the sense of people making themselves comfortable ""made themselves at home"" around the stands. The model lost the cozy, settling-in quality of the original.
The correct translation should be ""Around the supplies stand located in the meadows of the castle garden, people from Salzwedel, but also guests from near and far, made themselves at home.""|||END|||"	error_correction
Sie muß sich von innen her reformieren mit einem Verhaltenskodex für die Ernennung hoher Beamter und einem Beamtenstatut.	It needs to reform itself from within by means of a code of conduct on the appointment of senior officials and appropriate staff regulations.			"The translation is ""It needs to reform itself from within by means of a code of conduct on the appointment of senior officials and appropriate staff regulations.""
By double checking, I see the translation is correct
The correct translation is ""It needs to reform itself from within by means of a code of conduct on the appointment of senior officials and appropriate staff regulations.""|||END|||"	clean_translation
Die Richtlinie geht nicht so weit, der bereits skizzierten Logik zu folgen und für die Straßen der untersten Kategorie, das heißt die Gemeindestraßen, die höchsten Gebühren festzulegen.	The directive does not go so far as to follow the logic outlined above and set the highest fees for the lowest category roads, in other words, local roads.			"The translation is ""The directive does not go so far as to follow the logic outlined above and set the highest fees for the lowest category roads, in other words, local roads.""
By double checking, I see the translation is correct
The correct translation is ""The directive does not go so far as to follow the logic outlined above and set the highest fees for the lowest category roads, in other words, local roads.""|||END|||"	clean_translation
Alessandro Schöpf brachte die Heimequipe in der elften Minute nach starker Vorarbeit von Jewgeni Konopljanka per Kopf in Führung, in der Folge konservierten die Gastgeber das Minipolster mit einer kompakten Defensivleistung.	Alessandro Schöpf secured the lead of the home team in the eleventh minute after heavy preparatory head work by Yevgeny Konoplyanka, as a result of which the home team preserved the mini buffer with a solid defensive performance.	Alessandro Schöpf put the home team ahead in the eleventh minute with a well-worked goal, and the hosts then kept the scoreboard ticking over with a solid defensive performance.	Omission/Addition Error	"The model translation is ""Alessandro Schöpf put the home team ahead in the eleventh minute with a well-worked goal, and the hosts then kept the scoreboard ticking over with a solid defensive performance.""
The German should be ""secured the lead"" not ""put ahead."" The model omitted Konoplyanka's involvement and header detail. The phrase should be ""preserved the mini buffer"" not ""kept the scoreboard ticking over.""
The correct translation should be ""Alessandro Schöpf secured the lead of the home team in the eleventh minute after heavy preparatory head work by Yevgeny Konoplyanka, as a result of which the home team preserved the mini buffer with a solid defensive performance.""|||END|||"	error_correction
Durch persönliches Erleben mit der Thematik konfrontiert, las sie viel Literatur und entschied sich, sich in der Sterbehilfe engagieren zu wollen.	Having been confronted with personal experiences of these issues she read a lot of literature and decided she wanted to get involved in helping people who are dying.	She became involved in the issue of euthanasia through personal experience and read a lot of literature, and decided to become involved in euthanasia.	Omission/Addition Error	"The model translation is ""She became involved in the issue of euthanasia through personal experience and read a lot of literature, and decided to become involved in euthanasia.""
The model added ""euthanasia"" which doesn't appear in the German text. The phrase should be ""Having been confronted with personal experiences of these issues"" and ""helping people who are dying.""
The correct translation should be ""Having been confronted with personal experiences of these issues she read a lot of literature and decided she wanted to get involved in helping people who are dying.""|||END|||"	error_correction
Ich hoffe also, dass wir uns, wenn wir über Definitionen sprechen, daran erinnern, was unter Terrorismus wirklich zu verstehen ist.	So I hope that when we start talking about definitions we will remember what terrorism really is.			"The translation is ""So I hope that when we start talking about definitions we will remember what terrorism really is.""
By double checking, I see the translation is correct
The correct translation is ""So I hope that when we start talking about definitions we will remember what terrorism really is.""|||END|||"	clean_translation
Von der Beendigung des Vollversammlungsmodells - eine Ausnahme im spanischen Parteiensystem - ist Puigcercós' Team, das schon auf den letzten beiden Kongressen dafür kämpfte, wie besessen.	Ending with the assembly model, an exception in the Spanish system of parties has been an obsession of the team of Puigcercós that already battled in this sense in both last congresses.	Puigcercós' team, which has been fighting for the end of the full assembly model - an exception in the Spanish party system - is obsessed with it.	Fluency Error	"The model translation is ""Puigcercós' team, which has been fighting for the end of the full assembly model - an exception in the Spanish party system - is obsessed with it.""
The German structure ""Von der Beendigung des Vollversammlungsmodells...ist Puigcercós' Team...wie besessen"" should be ""Ending with the assembly model...has been an obsession of the team of Puigcercós"" - the model restructured it completely. The phrase ""das schon auf den letzten beiden Kongressen dafür kämpfte"" should be ""that already battled in this sense in both last congresses"" not ""which has been fighting"" which changes the timeframe. The model's structure is clearer but doesn't match the target's specific phrasing and emphasis.
The correct translation should be ""Ending with the assembly model, an exception in the Spanish system of parties has been an obsession of the team of Puigcercós that already battled in this sense in both last congresses.""|||END|||"	error_correction
"""Das war sehr emotional, das war großer Sport"", meinte später Tedesco über die Reaktion seinen Vize-Kapitäns, der trotz seines erneuten Reservisten-Daseins keinerlei Groll hegte."	That was very emotional, he is such a great sport, Tedesco said later about the reaction of his vice-captain, who holds no grudge despite his seat on the bench.	Tedesco later said that the reaction of his vice-captain, who was still a reservist, was'very emotional, very sporting'.	Grammatical Error	"The model translation is ""Tedesco later said that the reaction of his vice-captain, who was still a reservist, was 'very emotional, very sporting'.""
The German ""Das war sehr emotional, das war großer Sport"" should be ""That was very emotional, he is such a great sport"" - the model confused the structure and made ""großer Sport"" about the reaction being sporting rather than the person being a good sport. The phrase ""trotz seines erneuten Reservisten-Daseins keinerlei Groll hegte"" (who holds no grudge despite his seat on the bench) was completely omitted, losing important context about the player's attitude. The model restructured the quote incorrectly and lost key information.
The correct translation should be ""That was very emotional, he is such a great sport, Tedesco said later about the reaction of his vice-captain, who holds no grudge despite his seat on the bench.""|||END|||"	error_correction
Doch soll die Landespolitik in Großwallstadt nicht unter den Tisch fallen.	However, regional politics in Grosswahlstadt should not be allowed to suffer.	However, the local policy in Großwallstadt must not be under the table.	Fluency Error	"The model translation is ""However, the local policy in Großwallstadt must not be under the table.""
The German idiom ""unter den Tisch fallen"" was translated literally as ""under the table"" when it should be ""allowed to suffer"" or ""be neglected."" The phrase ""Landespolitik"" should be ""regional politics"" not ""local policy"" as it refers to state-level politics rather than municipal matters. The literal translation of the idiom makes the sentence awkward and loses the meaning that regional politics shouldn't be neglected or pushed aside.
The correct translation should be ""However, regional politics in Grosswahlstadt should not be allowed to suffer.""|||END|||"	error_correction
Er liefert mir die Schlagringe ebenfalls nur deshalb, weil er weiß, dass ich ihn nicht verpfeife.	He also supplies them only to me, because he knows that I won't give him away.	He gives me the hooks because he knows I will not bite.	Semantic Error	"The model translation is ""He gives me the hooks because he knows I will not bite.""
The German ""Schlagringe"" means ""knuckle dusters/brass knuckles"" but was translated as ""hooks"" - this is a significant misidentification of a weapon type. The phrase ""dass ich ihn nicht verpfeife"" is idiomatic meaning ""that I won't rat him out/give him away"" but was translated literally as ""I will not bite"" - this completely misses the idiomatic meaning about not informing on someone. The reference correctly captures this with ""I won't give him away"" which preserves the sense of not betraying or informing on the person. Both errors fundamentally change the meaning from weapon trafficking with trust about silence to something about hooks and biting.
The correct translation should be ""He also supplies them only to me, because he knows that I won't give him away.""|||END|||"	error_correction
Was wir eigentlich nicht wollen, sind Datenbanken, die vielleicht nur für Offizielle zugänglich sind, sondern solche, die auch von Fachleuten von außerhalb konsultiert werden können.	What we probably do not want to see are databases which are, perhaps, for officials only, but ones that can be examined by outside experts.			"The translation is ""What we probably do not want to see are databases which are, perhaps, for officials only, but ones that can be examined by outside experts.""
By double checking, I see the translation is correct
The correct translation is ""What we probably do not want to see are databases which are, perhaps, for officials only, but ones that can be examined by outside experts.""|||END|||"	clean_translation
